mapping,subzone,coordinates,centroids
"[{'Y': '30705.8290', 'X': '29506.3625', 'CATEGORY': 'Culture', 'SEARCHVAL': 'FORT CANNING AND COLEMAN STREET (CONSERVATION AREA MAP)'}, {'Y': '30843.9025', 'X': '29497.0623', 'CATEGORY': 'Building', 'SEARCHVAL': 'FORT CANNING ARTS CENTRE'}, {'Y': '30844.2262', 'X': '29499.1149', 'CATEGORY': 'Community', 'SEARCHVAL': 'FORT CANNING CENTRE (FRIENDLY BUILDINGS)'}, {'Y': '30912.4835', 'X': '29455.5132', 'CATEGORY': 'Culture', 'SEARCHVAL': 'FORT CANNING COMMAND CENTRE (HISTORIC SITES)'}, {'Y': '30600.9104', 'X': '29668.0862', 'CATEGORY': 'Community', 'SEARCHVAL': 'FORT CANNING HILL PARK - NATIONAL ARCHIVES OF SINGAPORE (FRIENDLY BUILDINGS)'}, {'Y': '30968.8428', 'X': '29618.0120', 'CATEGORY': 'CATC', 'SEARCHVAL': 'FORT CANNING LINK'}, {'Y': '29743.5646', 'X': '28230.8952', 'CATEGORY': 'Family', 'SEARCHVAL': 'FORT CANNING LODGE (VOLUNTARY WELFARE ORGS)'}, {'Y': '30541.2748', 'X': '29225.2834', 'CATEGORY': 'Building', 'SEARCHVAL': 'FORT CANNING MRT STATION'}, {'Y': '30545.4076', 'X': '29598.5053', 'CATEGORY': 'Building', 'SEARCHVAL': 'FORT CANNING PARK'}, {'Y': '31086.8017', 'X': '29403.6558', 'CATEGORY': 'CATC', 'SEARCHVAL': 'FORT CANNING ROAD'}, {'Y': '30654.7180', 'X': '29475.4344', 'CATEGORY': 'Building', 'SEARCHVAL': 'FORT CANNING SERVICE RESERVOIR'}, {'Y': '31160.0450', 'X': '29475.6580', 'CATEGORY': 'Building', 'SEARCHVAL': 'FORT CANNING TUNNEL'}, {'Y': '31129.9654', 'X': '29447.4029', 'CATEGORY': 'Building', 'SEARCHVAL': 'FORT CANNING TUNNEL - ERP(49)'}]",Fort Canning,"[(1.2831187855950956, 103.85763117638568), (1.2830346656961031, 103.85887181979645), (1.283053228659455, 103.85887472855117)]","(1.2830688933168846, 103.85845924157776)"
"[{'Y': '32315.6582', 'X': '28478.6423', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL ART CENTRE'}, {'Y': '32150.4009', 'X': '28681.9084', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL ASTORIA'}, {'Y': '32520.1536', 'X': '28622.6323', 'CATEGORY': 'Community', 'SEARCHVAL': 'CAIRNHILL CC (CC BEING UPGRADED TILL 4TH QUARTER OF 2015) (COMMUNITY CLUBS)'}, {'Y': '32045.8051', 'X': '28587.3812', 'CATEGORY': 'CATC', 'SEARCHVAL': 'CAIRNHILL CIRCLE'}, {'Y': '32521.0510', 'X': '28619.3717', 'CATEGORY': 'Community', 'SEARCHVAL': 'CAIRNHILL COMMUNITY CLUB (CC) (FRIENDLY BUILDINGS)'}, {'Y': '32539.4499', 'X': '28651.9969', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL COMMUNITY CLUB (U/C)'}, {'Y': '32047.0403', 'X': '28507.2513', 'CATEGORY': 'Culture', 'SEARCHVAL': 'CAIRNHILL CONSERVATION AREA (CONSERVATION AREA MAP)'}, {'Y': '31940.0503', 'X': '28567.0630', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL CREST'}, {'Y': '47473.9676', 'X': '23933.5442', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL EDUCARE'}, {'Y': '47473.9670', 'X': '23933.5444', 'CATEGORY': 'Family', 'SEARCHVAL': 'CAIRNHILL EDUCARE PTE LTD (CHILD CARE SERVICES)'}, {'Y': '32521.0510', 'X': '28619.3717', 'CATEGORY': 'Emergency Preparedness', 'SEARCHVAL': 'CAIRNHILL FIRE POST (FIRE POSTS)'}, {'Y': '32512.6471', 'X': '28627.5248', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL FIRE POST (U/C)'}, {'Y': '32313.6681', 'X': '28516.5429', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL HEIGHTS'}, {'Y': '32378.3812', 'X': '28301.6792', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL MANSIONS'}, {'Y': '32368.4710', 'X': '28963.8002', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL METHODIST CHURCH'}, {'Y': '32908.9868', 'X': '30018.3434', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL NEIGHBOURHOOD POLICE POST'}, {'Y': '32908.9869', 'X': '30018.3442', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'CAIRNHILL NEIGHBOURHOOD POLICE POST (SINGAPORE POLICE FORCE ESTABLISHMENTS)'}, {'Y': '32093.1584', 'X': '28397.7553', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL PLAZA'}, {'Y': '32249.1532', 'X': '28623.5230', 'CATEGORY': 'Building', 'SEARCHVAL': 'CAIRNHILL RESIDENCES'}, {'Y': '32150.5986', 'X': '28654.9268', 'CATEGORY': 'CATE', 'SEARCHVAL': 'CAIRNHILL RISE'}]",Cairnhill,"[(1.2738242669912725, 103.87209597930534), (1.2756625560765602, 103.87061110997995), (1.2751264333294692, 103.87393346374024)]","(1.2748710854657672, 103.87221351767518)"
"[{'Y': '32297.0614', 'X': '28135.3809', 'CATEGORY': 'Building', 'SEARCHVAL': 'GOODWOOD PARK HOTEL'}, {'Y': '32225.6380', 'X': '28137.7320', 'CATEGORY': 'Culture', 'SEARCHVAL': 'GOODWOOD PARK HOTEL - THE TOWER WING (MONUMENTS)'}, {'Y': '32282.0764', 'X': '28087.9742', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'GOODWOOD PARK HOTEL (HOTELS)'}, {'Y': '32282.0762', 'X': '28087.9737', 'CATEGORY': 'Building', 'SEARCHVAL': 'GOODWOOD PARK HOTEL (TOWER BLOCK)'}]",Goodwood Park,"[(1.2707199342641957, 103.87192883429641), (1.2707412063542984, 103.8712870706614), (1.270291206774022, 103.87179418255033)]","(1.2705841157975053, 103.87167002916938)"
[],Istana Negara,[],"(0.0, 0.0)"
"[{'Y': '32425.6806', 'X': '28786.6506', 'CATEGORY': 'CATE', 'SEARCHVAL': ""MONK'S HILL ROAD""}, {'Y': '32625.6637', 'X': '28837.8914', 'CATEGORY': 'CATE', 'SEARCHVAL': ""MONK'S HILL TERRACE""}]",Monk's Hill,"[(1.2766097703591743, 103.87308461251449), (1.2770731454934936, 103.8748815412844)]","(0.8512276386175559, 69.24932205126629)"
"[{'Y': '32835.2719', 'X': '28626.3056', 'CATEGORY': 'CATB', 'SEARCHVAL': 'NEWTON CIRCUS'}]",Newton Circus,"[(1.2751596068529711, 103.87676491585768)]","(0.4250532022843237, 34.625588305285895)"
"[{'Y': '32862.8635', 'X': '27079.5698', 'CATEGORY': 'Building', 'SEARCHVAL': 'ORANGE GROVE RESIDENCES'}, {'Y': '32571.2892', 'X': '27236.1273', 'CATEGORY': 'CATD', 'SEARCHVAL': 'ORANGE GROVE ROAD'}]",Orange Grove,"[(1.261171469060405, 103.87701260184114), (1.2625873629615456, 103.87439273785412)]","(0.841252944007317, 69.2504684465651)"
[],North-Eastern Islands,[],"(0.0, 0.0)"
"[{'Y': '33913.6070', 'X': '30169.3435', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER 288'}, {'Y': '33913.6074', 'X': '30169.3437', 'CATEGORY': 'Community', 'SEARCHVAL': 'BALESTIER 288 (FRIENDLY BUILDINGS)'}, {'Y': '34227.6847', 'X': '29223.3673', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER HILL PRIMARY SCHOOL'}, {'Y': '34227.6857', 'X': '29223.3680', 'CATEGORY': 'Community', 'SEARCHVAL': 'BALESTIER HILL PRIMARY SCHOOL (FRIENDLY BUILDINGS)'}, {'Y': '34061.6276', 'X': '29137.9565', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER HILL SECONDARY SCHOOL'}, {'Y': '34061.6276', 'X': '29137.9566', 'CATEGORY': 'Community', 'SEARCHVAL': 'BALESTIER HILL SECONDARY SCHOOL (FRIENDLY BUILDINGS)'}, {'Y': '34236.3854', 'X': '29070.2638', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER HILL SHOPPING CENTRE'}, {'Y': '34284.5620', 'X': '29614.4992', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER HOTEL'}, {'Y': '34284.5627', 'X': '29614.4999', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'BALESTIER HOTEL (HOTELS)'}, {'Y': '34199.0735', 'X': '29741.1924', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER MARKET'}, {'Y': '34217.4280', 'X': '29900.4747', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER PLAZA'}, {'Y': '33896.8275', 'X': '30082.8873', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER POINT'}, {'Y': '34185.0706', 'X': '30039.0163', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER REGENCY'}, {'Y': '33756.4448', 'X': '30178.1983', 'CATEGORY': 'CATB', 'SEARCHVAL': 'BALESTIER ROAD'}, {'Y': '34154.0987', 'X': '29678.3627', 'CATEGORY': 'Culture', 'SEARCHVAL': 'BALESTIER ROAD CONSERVATION AREA (CONSERVATION AREA MAP)'}, {'Y': '33526.8470', 'X': '30332.4338', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER ROAD SEVENTH-DAY ADVENTIST CHURCH'}, {'Y': '34263.9849', 'X': '29813.0889', 'CATEGORY': 'Building', 'SEARCHVAL': ""BALESTIER STUDENTS' HOSTEL""}, {'Y': '33692.4269', 'X': '30131.1620', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER TOWERS'}, {'Y': '34296.4487', 'X': '30088.8877', 'CATEGORY': 'Building', 'SEARCHVAL': 'BALESTIER WAREHOUSE'}]",Balestier,"[(1.2891141115843288, 103.8864544324931), (1.289114113392982, 103.88645443608729), (1.2805589780492832, 103.88927636258622)]","(1.2862624010088648, 103.88739507705553)"
"[{'Y': '34069.9738', 'X': '25888.2750', 'CATEGORY': 'CATE', 'SEARCHVAL': 'DUNEARN CLOSE'}, {'Y': '34073.9371', 'X': '25609.2219', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN COURT'}, {'Y': '34072.0949', 'X': '26933.7472', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ESTATE'}, {'Y': '32994.8977', 'X': '28632.7834', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN GARDENS'}, {'Y': '34137.8500', 'X': '25444.8390', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN LODGE'}, {'Y': '34095.5797', 'X': '25504.1244', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN REGENCY'}, {'Y': '34125.2163', 'X': '25384.2495', 'CATEGORY': 'CATB', 'SEARCHVAL': 'DUNEARN ROAD'}, {'Y': '33764.3403', 'X': '26907.0627', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ROAD / WAYANG SATU FLYOVER - ERP(43)'}, {'Y': '33715.7433', 'X': '27080.6484', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ROAD / WHITLEY ROAD - ERP(44)'}, {'Y': '35406.9014', 'X': '22383.5209', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ROAD 11KM'}, {'Y': '33710.2035', 'X': '27032.2050', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ROAD 6KM'}, {'Y': '33959.4790', 'X': '26101.6206', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ROAD 7KM'}, {'Y': '34267.9621', 'X': '25194.9206', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ROAD 8KM'}, {'Y': '34000.1765', 'X': '26143.5772', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN ROAD HOSTELS'}, {'Y': '38411.0587', 'X': '18165.9958', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN SECONDARY SCHOOL'}, {'Y': '34107.8297', 'X': '25485.5340', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN SUITES'}, {'Y': '33994.9726', 'X': '25709.1225', 'CATEGORY': 'Building', 'SEARCHVAL': 'DUNEARN UNDERPASS'}]",Dunearn,"[(1.2503976134647399, 103.88785864075648), (1.2478739548540891, 103.88789420004173), (1.2598524946675158, 103.88787789530781)]","(1.2527080209954484, 103.88787691203534)"
"[{'Y': '33826.0000', 'X': '27216.0000', 'CATEGORY': 'Building', 'SEARCHVAL': 'MALCOLM PARK'}, {'Y': '34047.7815', 'X': '27597.9308', 'CATEGORY': '', 'SEARCHVAL': 'MALCOLM PARK (ROAD)'}, {'Y': '33983.5508', 'X': '27746.8314', 'CATEGORY': 'CATE', 'SEARCHVAL': 'MALCOLM ROAD'}]",Malcolm,"[(1.2624051349907268, 103.8856667081957), (1.2658591409950444, 103.88765955667266), (1.2672057574726607, 103.88708245057168)]","(1.2651566778194774, 103.88680290514668)"
"[{'Y': '34530.6826', 'X': '29277.4057', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""MOULMEIN AH HOOD GARDEN RESIDENT' COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '34530.6817', 'X': '29277.4067', 'CATEGORY': 'Community', 'SEARCHVAL': 'MOULMEIN AH HOOD GARDENS RC (RESIDENTS COMMITTEES)'}, {'Y': '33421.7118', 'X': '29719.8488', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN CHURCH OF CHRIST'}, {'Y': '34288.3154', 'X': '29593.3293', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN COMMUNITY CENTRE'}, {'Y': '32816.8805', 'X': '30009.3793', 'CATEGORY': 'Community', 'SEARCHVAL': 'MOULMEIN CONSTITUENCY OFFICE (CONSTITUENCY OFFICES)'}, {'Y': '33460.5563', 'X': '29867.7947', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN COURT'}, {'Y': '32824.8780', 'X': '29953.0665', 'CATEGORY': 'Community', 'SEARCHVAL': 'MOULMEIN FARRER PARK RC (RESIDENTS COMMITTEES)'}, {'Y': '33420.7568', 'X': '30218.0080', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN FLYOVER'}, {'Y': '33225.8314', 'X': '29979.5181', 'CATEGORY': 'Community', 'SEARCHVAL': 'MOULMEIN KENT VILLE RC (RESIDENTS COMMITTEES)'}, {'Y': '33225.8318', 'X': '29979.5182', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""MOULMEIN KENT VILLE RESIDENT' COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '34548.0534', 'X': '29917.1600', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN NEIGHBOURHOOD POLICE POST'}, {'Y': '34548.0539', 'X': '29917.1601', 'CATEGORY': 'Government Offices', 'SEARCHVAL': 'MOULMEIN NEIGHBOURHOOD POLICE POST (SINGAPORE POLICE FORCE ESTABLISHMENTS)'}, {'Y': '32947.6405', 'X': '29925.7962', 'CATEGORY': 'Community', 'SEARCHVAL': 'MOULMEIN OWEN RC (RESIDENTS COMMITTEES)'}, {'Y': '32947.6406', 'X': '29925.7962', 'CATEGORY': 'Recreation', 'SEARCHVAL': ""MOULMEIN OWEN RESIDENT' COMMITTEE (WIRELESS HOTSPOTS)""}, {'Y': '33510.5350', 'X': '29489.8465', 'CATEGORY': 'CATE', 'SEARCHVAL': 'MOULMEIN RISE'}, {'Y': '33470.7525', 'X': '29687.3924', 'CATEGORY': 'CATB', 'SEARCHVAL': 'MOULMEIN ROAD'}, {'Y': '33414.2442', 'X': '29576.1712', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN STUDIOS'}, {'Y': '32311.7602', 'X': '30139.8639', 'CATEGORY': 'Community', 'SEARCHVAL': 'MOULMEIN TEKKA RC (RESIDENTS COMMITTEES)'}, {'Y': '33467.7342', 'X': '29919.6922', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN VIEW'}, {'Y': '33540.7598', 'X': '29411.7181', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOULMEIN27'}]",Moulmein,"[(1.2810476208871007, 103.89199892417977), (1.2810476299309321, 103.89199891609313), (1.285049129718782, 103.88203447619858)]","(1.2823814601789383, 103.88867743882383)"
"[{'Y': '32070.3199', 'X': '36075.6036', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT ANIMAL CLINIC (EAST)'}, {'Y': '39049.3226', 'X': '32566.4377', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT ANIMAL CLINIC (NORTH)'}, {'Y': '42765.4266', 'X': '26248.4481', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT ANIMAL CLINIC (SPRINGSIDE)'}, {'Y': '34204.3832', 'X': '27308.4663', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT ANIMAL HOSPITAL'}, {'Y': '33884.3567', 'X': '20940.8192', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT ANIMAL MEDICAL CENTRE'}, {'Y': '33437.6681', 'X': '40440.8098', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT ANIMAL MEDICAL CENTRE (BEDOK)'}, {'Y': '29876.1325', 'X': '26863.0716', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT ANIMAL MEDICAL CENTRE (REDHILL)'}, {'Y': '34827.9623', 'X': '27369.0384', 'CATEGORY': 'CATE', 'SEARCHVAL': 'MOUNT PLEASANT DRIVE'}, {'Y': '34372.3749', 'X': '27254.0985', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT FLYOVER'}, {'Y': '34526.2823', 'X': '28152.4308', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT MRT STATION'}, {'Y': '34204.3832', 'X': '27306.9768', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT REFERRAL & EMERGENCY CLINIC'}, {'Y': '34214.6868', 'X': '27260.1132', 'CATEGORY': 'CATB', 'SEARCHVAL': 'MOUNT PLEASANT ROAD'}, {'Y': '38078.5621', 'X': '43249.5527', 'CATEGORY': 'Building', 'SEARCHVAL': 'MOUNT PLEASANT VETERINARY CENTRE (CHANGI)'}]",Mount Pleasant,"[(1.3425285248471055, 103.86989252159265), (1.3107911655049937, 103.93260175631235), (1.253652081541654, 103.96598975517875)]","(1.3023239239645845, 103.9228280110279)"
"[{'Y': '31713.7848', 'X': '27522.3776', 'CATEGORY': 'Building', 'SEARCHVAL': 'BOULEVARD VUE'}]",Boulevard,"[(1.2651762211797357, 103.8666878212738)]","(0.4217254070599119, 34.62222927375793)"
"[{'Y': '31400.8761', 'X': '28649.9126', 'CATEGORY': 'Building', 'SEARCHVAL': 'SOMERSET MRT STATION'}, {'Y': '31401.6699', 'X': '28640.6562', 'CATEGORY': 'Community', 'SEARCHVAL': 'SOMERSET MRT STATION (NS23) (FRIENDLY BUILDINGS)'}, {'Y': '31401.6699', 'X': '28640.6562', 'CATEGORY': 'Community', 'SEARCHVAL': 'SOMERSET MRT STATION (SAM KIOSK)'}, {'Y': '31372.4774', 'X': '28565.2418', 'CATEGORY': 'Building', 'SEARCHVAL': 'SOMERSET MRT STATION EXIT A'}, {'Y': '31459.6851', 'X': '28571.6105', 'CATEGORY': 'Building', 'SEARCHVAL': 'SOMERSET MRT STATION EXIT B'}, {'Y': '31389.1686', 'X': '28576.6456', 'CATEGORY': 'Community', 'SEARCHVAL': 'SOMERSET MRT STATION, 1 SOMERSET MRT STATION, SINGAPORE 238162 (AXS STATION)'}, {'Y': '31422.9258', 'X': '28563.7150', 'CATEGORY': 'CATC', 'SEARCHVAL': 'SOMERSET ROAD'}, {'Y': '31373.8111', 'X': '28584.8032', 'CATEGORY': 'Building', 'SEARCHVAL': 'SOMERSET SKATE PARK'}]",Somerset,"[(1.2753732866230136, 103.86387635392636), (1.2752895749099393, 103.86388348552016), (1.2752895749099393, 103.86388348552016)]","(1.2753174788142976, 103.86388110832223)"
"[{'Y': '33958.6491', 'X': '27283.1369', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANGLIN CC (COMMUNITY CLUBS)'}, {'Y': '32475.8339', 'X': '27908.9345', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN CLUB'}, {'Y': '33958.6493', 'X': '27283.1371', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANGLIN COMMUNITY CENTRE (CC) (FRIENDLY BUILDINGS)'}, {'Y': '33958.6488', 'X': '27283.1363', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN COMMUNITY CLUB'}, {'Y': '33958.6493', 'X': '27283.1371', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'TANGLIN COMMUNITY CLUB (WIRELESS HOTSPOTS)'}, {'Y': '31996.9638', 'X': '26849.3265', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN DELIVERY BASE'}, {'Y': '31330.9785', 'X': '24223.6525', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN GROVE'}, {'Y': '31598.2952', 'X': '24071.7819', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANGLIN HALT (SAM KIOSK)'}, {'Y': '31885.0469', 'X': '23708.2775', 'CATEGORY': 'CATE', 'SEARCHVAL': 'TANGLIN HALT CLOSE'}, {'Y': '31328.5669', 'X': '24076.4453', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANGLIN HALT FOOD CENTRE (FRIENDLY BUILDINGS)'}, {'Y': '30967.9285', 'X': '24122.3169', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN HALT GARDEN'}, {'Y': '31073.5542', 'X': '24094.8065', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN HALT GREEN'}, {'Y': '31916.0918', 'X': '24076.4822', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN HALT INDUSTRIAL ESTATE'}, {'Y': '31433.1025', 'X': '24040.1991', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN HALT MARKET'}, {'Y': '31434.6505', 'X': '24038.1294', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANGLIN HALT MARKET (FRIENDLY BUILDINGS)'}, {'Y': '31434.6505', 'X': '24038.1294', 'CATEGORY': 'Environment', 'SEARCHVAL': 'TANGLIN HALT MARKET (HAWKER CENTRES)'}, {'Y': '31635.6635', 'X': '23954.6779', 'CATEGORY': 'CATE', 'SEARCHVAL': 'TANGLIN HALT ROAD'}, {'Y': '31598.2952', 'X': '24071.7819', 'CATEGORY': 'Community', 'SEARCHVAL': 'TANGLIN HALT ROAD BLOCK 88 (FRIENDLY BUILDINGS)'}, {'Y': '31568.3551', 'X': '26089.9471', 'CATEGORY': 'CATD', 'SEARCHVAL': 'TANGLIN HILL'}, {'Y': '31653.8290', 'X': '26206.3972', 'CATEGORY': 'Building', 'SEARCHVAL': 'TANGLIN HILL CONDOMINIUM'}]",Tanglin,"[(1.2630122729792153, 103.88685861460134), (1.2686720080906722, 103.8735351353672), (1.2630122747879076, 103.88685861639844)]","(1.2648988519525985, 103.88241745545567)"
"[{'Y': '29589.4156', 'X': '29620.2526', 'CATEGORY': 'Culture', 'SEARCHVAL': 'CHINA SQUARE (CONSERVATION AREA MAP)'}, {'Y': '29574.2619', 'X': '29522.1937', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINA SQUARE CENTRAL'}, {'Y': '29612.1239', 'X': '29537.0968', 'CATEGORY': 'Community', 'SEARCHVAL': 'CHINA SQUARE CENTRAL, 18 CROSS STREET, SINGAPORE 048423 (AXS STATION)'}, {'Y': '29478.3698', 'X': '29777.4024', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINA SQUARE FOOD CENTRE'}]",China Square,"[(1.284148843762472, 103.84759977193332), (1.2832620342589744, 103.84746360509756), (1.283396810749333, 103.84780381073153)]","(1.2836025629235932, 103.8476223959208)"
"[{'Y': '29167.2663', 'X': '28887.5822', 'CATEGORY': 'Culture', 'SEARCHVAL': 'CHINATOWN (BUKIT PASOH) (CONSERVATION AREA MAP)'}, {'Y': '29527.7734', 'X': '29228.8427', 'CATEGORY': 'Culture', 'SEARCHVAL': 'CHINATOWN (KRETA AYER) (CONSERVATION AREA MAP)'}, {'Y': '29012.0314', 'X': '29130.9294', 'CATEGORY': 'Culture', 'SEARCHVAL': 'CHINATOWN (TANJONG PAGAR) (CONSERVATION AREA MAP)'}, {'Y': '29331.8068', 'X': '29513.0055', 'CATEGORY': 'Culture', 'SEARCHVAL': 'CHINATOWN (TELOK AYER) (CONSERVATION AREA MAP)'}, {'Y': '29408.5770', 'X': '29097.2327', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN COMPLEX'}, {'Y': '29559.5481', 'X': '29226.2444', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN HERITAGE CENTRE'}, {'Y': '29204.2363', 'X': '28966.4513', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN HOTEL'}, {'Y': '29203.2028', 'X': '28965.2576', 'CATEGORY': 'Recreation', 'SEARCHVAL': 'CHINATOWN HOTEL (HOTELS)'}, {'Y': '29408.5770', 'X': '29097.2327', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN MARKET'}, {'Y': '29643.4786', 'X': '29124.9585', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN MRT STATION'}, {'Y': '29574.4241', 'X': '29161.3104', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN MRT STATION EXIT A'}, {'Y': '29677.5942', 'X': '29058.0724', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN MRT STATION EXIT C'}, {'Y': '29759.2374', 'X': '29130.4597', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN MRT STATION EXIT D'}, {'Y': '29734.1237', 'X': '29220.9232', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN MRT STATION EXIT E'}, {'Y': '29643.4792', 'X': '29124.9594', 'CATEGORY': 'Community', 'SEARCHVAL': 'CHINATOWN NEL STATION (SAM KIOSK)'}, {'Y': '29013.9127', 'X': '28976.3718', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN PLAZA'}, {'Y': '29740.0860', 'X': '29299.7691', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN POINT'}, {'Y': '29714.1645', 'X': '29266.3332', 'CATEGORY': 'Community', 'SEARCHVAL': 'CHINATOWN POINT (SAM KIOSK)'}, {'Y': '29741.0527', 'X': '29255.5281', 'CATEGORY': 'Community', 'SEARCHVAL': 'CHINATOWN POINT, 133 NEW BRIDGE ROAD, SINGAPORE 059413 (AXS STATION)'}, {'Y': '29769.0577', 'X': '29172.2816', 'CATEGORY': 'Building', 'SEARCHVAL': 'CHINATOWN POST OFFICE'}]",Chinatown,"[(1.2775228481261671, 103.84380656714889), (1.2806090730523045, 103.84704587363075), (1.2797236002352184, 103.8424117316753)]","(1.2792851738045634, 103.8444213908183)"
